"text","post_content","source_type"
"Cécilia Riva Risser 

https://www.change.org/p/non-%C3%A0-l-usine-de-saumons-pure-salmon-au-verdon-sur-mer","Pays Royannais : une pétition lancée par une association contre le projet de ferme usine à saumons au Verdon-sur-Mer récolte pas loin de 30 000 signatures","post"
"On n'oubliera jamais le 31 août  le jour de son dc  la princesse  DIANA REINE DES COEURS","Vidéo. Rappelez-vous, en 1997, Lady Diana Spencer perdait la vie à l’âge de 36 ans dans un tragique accident de voiture à Paris","post"
"Chantal Petit  Vous pouvez lire plus haut qu'une personne stipule que les assurances remboursent mais appliquent un barème de vétusté ! Donc n'auront pas le remboursement total pour reconstruire à l'identique. Donc j'espère que les aides auront suffisamment pour les aider aux compléments au lieu de leurs payer des bicyclettes !","Le Secours populaire lance un appel aux dons de bicyclettes, principalement destinées aux adolescents dont les familles ont été touchées par le mégafeu. L’objectif : leur permettre de retrouver le chemin du collège ou du lycée en toute autonomie","post"
"Isabelle Chevailler
Si quand même.
C'est en posant beaucoup de questions que l'on peut établir un diagnostic.","19 minutes par patient, 46 heures par semaine… une étude détaille le temps de travail des médecins généralistes libéraux","post"
"Elle pourra mieux etttouffer les affaires","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/SgrJ","post"
"Marie Helene Figge 

https://www.change.org/p/non-%C3%A0-l-usine-de-saumons-pure-salmon-au-verdon-sur-mer","Pays Royannais : une pétition lancée par une association contre le projet de ferme usine à saumons au Verdon-sur-Mer récolte pas loin de 30 000 signatures","post"
"Lolo Lita Y’a les mamans qui taffe, y’a les mamans qui on pris ce congé et tire la langue, et y’a celle qui mettes leurs jambes, et leur corp en sous vêtements en photo de profil ma foi. Tu vois, chacun ses défauts 🥰","Nouveau congé de naissance : « Nous avons tapé dans nos économies », les premiers couacs du dispositif, avec des retards dans le versement des indemnités","post"
"Pour contenter tout le monde,pas facile... c'est très bien d'organiser des manifestations de ce genre pour animer la ville 
Ce sera encore mieux l'année prochaine 👍👍","Dimanche 30 août a sonné la fin de l’édition 2026 des Vintage Days à Périgueux. À cette occasion, Lucile Videau, organisatrice de l’événement, revient sur un week-end haut en couleur
🔗https://l.sudouest.fr/gXA1","post"
"« Avec ses politiques sociales, l’Espagne vient fissurer une partie du récit d’austérité dominant. Les critiques envers Pedro Sanchez sont révélatrices de l’inquiétude grandissante qu’inspire le modèle espagnol à une partie des droites et extrêmes droites à travers le monde. » Salomé Saqué","Afflux de migrants à Ceuta : l’Espagne « continue à enquêter » sur les causes, la Russie, Israël et l’ultra-droite pointés du doigt
🔗https://l.sudouest.fr/q0mW","post"
"Patrice Peria tout est dit et bien dit !","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/Px7C","post"
"Anne-marie Jenvrain 

https://www.change.org/p/non-%C3%A0-l-usine-de-saumons-pure-salmon-au-verdon-sur-mer","Pays Royannais : une pétition lancée par une association contre le projet de ferme usine à saumons au Verdon-sur-Mer récolte pas loin de 30 000 signatures","post"
"Ce fut magnifique !!!!","Après des mois d’absence, le Béarnais Frédéric Lopez relance « Un dimanche à la campagne », ce dimanche 30 août sur France 2. Découvrez les invités qui vont lancer cette cinquième saison très attendue.","post"
"Assasinat 🥲","Vidéo. Rappelez-vous, en 1997, Lady Diana Spencer perdait la vie à l’âge de 36 ans dans un tragique accident de voiture à Paris","post"
"Le sens de ton commentaire ? En français ?","Santé mentale : ces jeunes actifs qui enchaînent les arrêts maladie pour ne pas « cravacher » comme leurs parents","post"
"Jean-Michel Diez elle était à Libourne avant d'être dans le Gers.","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/15fe","post"
"Christian Fontenay Parce que j'aime pas les nostalgiques du nazisme dans votre genre j'aime pas la France ? 😂
Votre France de Vichy plus jamais.","Le président d’une association LGBT + grièvement blessé lors d’une agression dans le quartier du Marais, à Paris","post"
"'Exfiltree' discrètement. 
De fait, ça sera la faute à personne","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/15fe","post"
"Beaucoup du nord sont mutés dans le sud ouest,et ceux du sud-ouest sur Paris etc, c'est vachement logique","Avant la rentrée des classes, mardi 1er septembre, le syndicat SE-Unsa fait le point sur les sujets d’actualité, notamment la paralysie des services informatiques de l’Éducation nationale après une cyberattaque d’ampleur. Dans l’été, la répartition des postes s’est faite de manière très illégale dans la région, le 64 restant un territoire quasiment impossible à décrocher","post"
"Arnaud Gautier a faire en vélo ça","De Bordeaux à Sauveterre-de-Guyenne, bienvenue sur la piste verdoyante Roger-Lapébie. Soit 55 kilomètres de trajet qui offrent une immersion complète dans l’époque des premiers trains et des villages médiévaux il y a neuf cents ans. Dépaysement et aventure garantie","post"
"Eric Manzone 

https://www.change.org/p/non-%C3%A0-l-usine-de-saumons-pure-salmon-au-verdon-sur-mer","Pays Royannais : une pétition lancée par une association contre le projet de ferme usine à saumons au Verdon-sur-Mer récolte pas loin de 30 000 signatures","post"
"Non mais on en veut pas en Gironde....qu il l a mute a faire la circulation oui...","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/Px7C","post"
"A outreau le juge a eu la même promotion","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/Px7C","post"
"Nathalie Loison suis dans le même cas que vous","Bénéficiez-vous de cette aide de 50 euros pour faire du sport?","post"
"Michel Michelon c est une mutation...visiblement  pas une promotion !","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/0c6U","post"
"🤮","L’association présidée par Laurent Leclercq, qui compte 220 adhérents, accueillera les chasseurs au port les samedis 5 et 12 septembre afin de préparer la nouvelle saison et d’échanger sur la gestion du gibier","post"
"Mutée... Quelle sanction ! 🤮🤮🤮🤮🤮🤮","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/GhGY","post"
"Christian Muller la connerie est bien pire  on s en rend compte Tous les jours","Bruno Meunier est président de la Fédération régionale des chasseurs de Nouvelle-Aquitaine qui compte 150 000 adhérents","post"
"Laurence Cand 

https://www.change.org/p/non-%C3%A0-l-usine-de-saumons-pure-salmon-au-verdon-sur-mer","Pays Royannais : une pétition lancée par une association contre le projet de ferme usine à saumons au Verdon-sur-Mer récolte pas loin de 30 000 signatures","post"
"Ces colons sont l.'inhumain incarné..l’histoire jugera..qui a réellement tué les juifs","Cisjordanie : des dizaines de colons israéliens attaquent un village palestinien","post"
"Celia Gt oui les gens racontent n'importe quoi , il y avait du monde pour lui porter secours dont le patron du bar basque ...","Le décès est survenu vers 20 h 30, ce vendredi 28 août 2026, place des Carmes à Dax. D’après les témoins présents, un homme aurait d’abord fait un malaise cardiaque sans pouvoir être réanimé par les secours","post"
"Laeti Séb Fam sans décision politique impossible de changer.votre discours sert justement les puissants a divisé et continuer a ne rien faire pour qu'il puisse se servir du réchauffement climatique pour encore plus de pouvoir et de contrôle","Réchauffement climatique : sur Arte, le choix conscient des élites de nous guider dans le mur mis en lumière par un documentaire","post"
"Peut on demander à cette personne d’appliquer ce qu’elle demande aux autres de faire ?","Héritage : « A partir de 12 millions d’euros, nous prendrons tout », Mathilde Panot (LFI) veut « interdire » les « riches »
🔗https://l.sudouest.fr/wY4s","post"
"Très belle personne et ma maman est très fière d'elle une personne authentique","Vidéo. Rappelez-vous, en 1997, Lady Diana Spencer perdait la vie à l’âge de 36 ans dans un tragique accident de voiture à Paris","post"
"Moi aussi  à l'époque je me souvient à Nice il y avait un magasin Marc&Spencer ils on ouvert un livre d'or pourquoi les clients  qu'ils le voulaient  écrive une pensée  un mot je me rappelle  avoir écris abreuvoir notre chère  Princesse  des cœurs  vous allez nous manquer a tous","Vidéo. Rappelez-vous, en 1997, Lady Diana Spencer perdait la vie à l’âge de 36 ans dans un tragique accident de voiture à Paris","post"
"Elle aurait dû être révoqué","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/Px7C","post"
"JP Dorlhiac c'est une moyenne. 10 minutes pour le tout venant. 20 à 30 minutes pour les cas graves.","19 minutes par patient, 46 heures par semaine… une étude détaille le temps de travail des médecins généralistes libéraux","post"
"A QUE JOHNNY je l attendais ce commentaire de merde !💩","Un adolescent de 14 ans meurt, percuté par un train à un passage à niveau","post"
"Virginie Daubi si tu attend que l etat d eduque bravo","Des tirs ont retenti, vendredi 28 août dans l’après-midi, près de l’arrêt de tram Floirac Dravemont. Une victime de 26 ans a été atteinte à la tête","post"
"Nul pas de programme défini !
Si pardon augmenter et créer des nouvelles taxes !","Présidentielle 2027 : Raphaël Glucksmann veut augmenter d’au moins 10 % les salaires des enseignants","post"
"Lever des couleurs avec la sonnerie réglementaire "" au drapeau "" et refrain de Marseillaise jouée par une musique militaire de proximité. Ça va être difficile, puisque les trois quarts ont été supprimées depuis l'arrêt de la conscription sous Chirac ...après, on peut envisager de donner les cours directement dans une caserne.","« Je ne vois comment ça pourrait trouver un début de réalisation ». La levée des couleurs dans les écoles voulue par Éric Ciotti ne pourra pas se faire, prévient Édouard Geffray","post"
"Normal ! Enfin une fin d été à être dehors !!!","Météo : 32 °C à Bordeaux, 35 °C à Pau... nouveau coup de chaud dans le Sud-Ouest en fin de semaine","post"
"Sauf erreur de ma part alors que le tour du limousin était télévisé  sur Noa, rien du tour poitou charentes c'est un peu dommage","« Il y avait énormément de public sur le bord des routes. J’ai rarement vu cela sur le TPC » : Yann Moritz est un nouveau président du Tour Poitou-Charentes satisfait","post"
"Comme dab","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/15fe","post"
"Francine Guichard 

https://www.change.org/p/non-%C3%A0-l-usine-de-saumons-pure-salmon-au-verdon-sur-mer","Pays Royannais : une pétition lancée par une association contre le projet de ferme usine à saumons au Verdon-sur-Mer récolte pas loin de 30 000 signatures","post"
"Patrick Cuignet La voiture à l'arrêt donc stationnée !!","🔴 « Un drame terrible » : à Trélissac, en Dordogne, deux jeunes motards perdent la vie dans un accident après avoir percuté un véhicule en stationnement à vive allure
🔗https://l.sudouest.fr/FPVO","post"
"Stéphanie Nazareth vous en savez quoi ! Quel commentaire de merde","Un adolescent de 14 ans meurt, percuté par un train à un passage à niveau","post"
"Une très belle punition !!! J espère que les chaînes d infos macronistes BFM et LCI parleront de cette belle promotion !!! Qu elles interrogeront MR Darmanin ! Qui avait parlé de sanctions !!!","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/SgrJ","post"
"Putain on récupère le gratin à Bordeaux 😡😡","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/15fe","post"
"Je Pi N'importe quoi !!!","Bruno Meunier est président de la Fédération régionale des chasseurs de Nouvelle-Aquitaine qui compte 150 000 adhérents","post"
"Florent de St-Armand La splendeur du politique élitistes... nier... et juger sans rien changer.","Réchauffement climatique : sur Arte, le choix conscient des élites de nous guider dans le mur mis en lumière par un documentaire","post"
"MiguelSito Grc ou c’est chaud la","Pierre et Thomas Boy proposent des voitures thermiques et électriques « à destination de tous les budgets » au boulevard des Pyrénées, à Oloron.","post"
"La Préfète, c’est la voix de Macron/Lecornu. Et souvenons nous les interviews dans SudOuest "" Deux Canadair de plus et le feu aurait pu être maîtrisé dès le départ "".
Mais Macron/Lecornu ont choisi de commander 60 Rafale de plus (déjà 240) à 270.millions l’un pour faire la guerre, et seulement 4 Canadair (à 60 millions l’un) pour éteindre les incendies.","🔥 INCENDIE - « Avouez que c’était un échec » : au Porge face à la préfète, les sinistrés veulent ouvrir le temps des responsabilités
🔗https://l.sudouest.fr/A18C","post"
"Charline Dubois Merci de votre préoccupation pour tout ce qui se passe en Algérie","Algérie : un deuil national de trois jours après des incendies qui ont fait 12 morts","post"
"Nat GM mais madame même quand on gagne bien sa vie on peut percevoir des allocations.","Nouveau congé de naissance : « Nous avons tapé dans nos économies », les premiers couacs du dispositif, avec des retards dans le versement des indemnités","post"
"Martine Cassrels tes écrits en disent long, l'ultracrepidarienne","L’association présidée par Laurent Leclercq, qui compte 220 adhérents, accueillera les chasseurs au port les samedis 5 et 12 septembre afin de préparer la nouvelle saison et d’échanger sur la gestion du gibier","post"
"Tu nous manques tellement","Vidéo. Rappelez-vous, en 1997, Lady Diana Spencer perdait la vie à l’âge de 36 ans dans un tragique accident de voiture à Paris","post"
"Patrice Claverie vous êtes si vieux que ça !? Ben didon!! 2000ans! Bravo à vous pour votre longévité 🤣","Santé mentale : ces jeunes actifs qui enchaînent les arrêts maladie pour ne pas « cravacher » comme leurs parents
🔗https://l.sudouest.fr/JMbI","post"
"Pourquoi pas au soleil à Mayotte avec interdiction de sortir de l’île avant 10 ans .","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/SgrJ","post"
"Et les handicapés qui ne touchent rien","Budget 2027 : le RSA et le minimum vieillesse seront indexés sur l’inflation, confirme Jean-Pierre Farandou","post"
"Nathalie Loison coefficient familial ne dépassant pas 699€ non","Bénéficiez-vous de cette aide de 50 euros pour faire du sport?","post"
"Monique Cabandé les 2 font la paire !!!  Qui se ressemble, s' assemble","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/15fe","post"
"Michele Goy encore une demeuree","Bruno Meunier est président de la Fédération régionale des chasseurs de Nouvelle-Aquitaine qui compte 150 000 adhérents","post"
"Ben avec la préfète, vraiment à  bordeaux, on est pénalisé  😡😡😡","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/Px7C","post"
"Il ne faut pas la muter il faut la virer sans indemnités ,elle est responsable de la mort d'une enfant c'est juste une petite connerie moi si j'étais le père c'est sûr je la tue et je fais mes 20 ans de placard .","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/SgrJ","post"
"Sylvie Resta merci pour l'ortographe  de joe Starr👌👌👌belle journée  à dimanche  prochain","Après des mois d’absence, le Béarnais Frédéric Lopez relance « Un dimanche à la campagne », ce dimanche 30 août sur France 2. Découvrez les invités qui vont lancer cette cinquième saison très attendue.","post"
"Edouard Brakham Merci Jamy! 😉","Dans le Gers, un jeune homme s’asperge d’alcool avant de plonger dans une piscine, son corps est brûlé à 80 %","post"
"Malaya Luna nous couple très très libérés.....","Une erreur de procédure des juges d’instruction a conduit à la libération de deux hommes mis en examen dans ce dossier hors-norme parti de Reignac
🔗https://l.sudouest.fr/yNl0","post"
"Jack Jack ils n'ont jamais été à la hauteur IL faut vite les dégager 😡 et le président avec 😡","Les Montois ont concédé leur première défaite – bonifiée – de la saison au Stadium, vendredi soir (21-17). La faute à une entame catastrophique, un jeu d’occupation défaillant et un plan tactique bien trop lisible
🔗https://l.sudouest.fr/rbLA","post"
"Là il y a de la sanction !","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/15fe","post"
"Des pratiques a vomir.","L’association présidée par Laurent Leclercq, qui compte 220 adhérents, accueillera les chasseurs au port les samedis 5 et 12 septembre afin de préparer la nouvelle saison et d’échanger sur la gestion du gibier","post"
"Stéphane Santerre l'orthographe n'est pas un vilain défaut.
Qui l'eût cru.","Biarritz : un frère et une sœur blessent trois agents de sécurité des Galeries Lafayette après un vol à l’étalage commis avec violence","post"
"Des fainéants vraiment un manque de courage !!!!!
Que de la motivation pour les loisirs et les écrans et consommation au maximum !!!!!

Un grand laxisme partout 
Pauvre France 🇫🇷

J’espère que 2027 va changer cette gouvernance","Santé mentale : ces jeunes actifs qui enchaînent les arrêts maladie pour ne pas « cravacher » comme leurs parents
🔗https://l.sudouest.fr/c2dZ","post"
"Thomas Wtr Bah non vous ne pouvez pas parler pour tout ceux vivant en dehors des villes, beaucoup en campagne sont contre la chasse !","Bruno Meunier est président de la Fédération régionale des chasseurs de Nouvelle-Aquitaine qui compte 150 000 adhérents","post"
"Rachelle Oo","Aurélie Fromentière et Yann Barrot, enseignants et pépiniéristes à Tourtoirac, en Dordogne, se sont spécialisés dans la commercialisation de plants de légumes perpétuels qu’ils cultivent et multiplient en agroforesterie","post"
"Sylvain Afonso pareil que vous...😅","Dans le Gers, un jeune homme s’asperge d’alcool avant de plonger dans une piscine, son corps est brûlé à 80 %","post"
"Génial. J'espère que lorsqu'il seront a  la retraite ils mangerons de la .......","Santé mentale : ces jeunes actifs qui enchaînent les arrêts maladie pour ne pas « cravacher » comme leurs parents
🔗https://l.sudouest.fr/c2dZ","post"
"Sérieusement mettez un titre digne d'un journaliste pas à la Voici !!!","Dans le Gers, un jeune homme s’asperge d’alcool avant de plonger dans une piscine, son corps est brûlé à 80 %","post"
"C'était pour la naissance de ma petite fille.diana inoubliable","Vidéo. Rappelez-vous, en 1997, Lady Diana Spencer perdait la vie à l’âge de 36 ans dans un tragique accident de voiture à Paris","post"
"Philippe Tabourin merci beaucoup ! 🙂","La 30e édition de la course sarladaise a, comme toujours, été très difficile, dimanche 30 août. Le Périgourdin Gabriel Peyencet a failli créer l’exploit
🔗https://l.sudouest.fr/eSkE","post"
"Merci Bruno ! On fête ça bientôt, ainsi que ta retraite et le contrat de Lancelot 😍🍾","La 30e édition de la course sarladaise a, comme toujours, été très difficile, dimanche 30 août. Le Périgourdin Gabriel Peyencet a failli créer l’exploit
🔗https://l.sudouest.fr/eSkE","post"
"Ah ben voilà, on nous refile le bébé....
Ca va etre encore charmant la justice.....
Avec toutes ces casseroles,  elle n’est pas RADIÉE....","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/SgrJ","post"
"En même temps si les gens ont envie d’être les esclaves du gouvernement ils font se qu’ils veulent hein. Peut-être qu’un jour quand ils légaliseront les coups de fouet sur les ouvriers, les gens se réveilleront qui sait 🤷🏼","Santé mentale : ces jeunes actifs qui enchaînent les arrêts maladie pour ne pas « cravacher » comme leurs parents
🔗https://l.sudouest.fr/JMbI","post"
"Isabelle Charrier ta mère aurait avaler","Dans le Gers, un jeune homme s’asperge d’alcool avant de plonger dans une piscine, son corps est brûlé à 80 %
🔗https://l.sudouest.fr/GhGB","post"
"Fred Compagnon Comme je vous l'ai dit, c'est votre vision, je ne la partage pas. D'ailleurs, l'article en dit suffisament : 
""à Hossegor, quand Instagram relance la mode des plongeons dans le canal""
""Le garçon se hisse sur une étroite plateforme qui oscille sous ses pieds. À peine retourné, il s’élance. Double salto arrière tendu. Le vacancier de 15 ans ressort de l’eau, 7 mètres plus bas"" 
""De la station balnéaire, il ne connaissait presque rien. Enfin, sauf son pont. « Je n’avais jamais mis un pied ici, mais je le connaissais quasiment par cœur », sourit le jeune de 16 ans"" 
""Lorsqu’il pose le pied dans la ville landaise, deux semaines plus tôt, son premier réflexe est de vérifier les horaires des marées, même s’il avoue ne pas y comprendre grand-chose, puis de foncer"" 

Après, vous avez votre vision du danger, moi j'ai la mienne et je suis ancien sauveteur MNS. 

Je me moque éperdument de ce que vous avez fait de votre vie, vous êtes un adulte qui doit avoir la quarantaine donc vous êtes suffisamment responsable pour vous. 

Je ne veux rien enfermer nulle part mais les jeunes qui sautent le font sans aucune connaissance du milieu. 
Tant mieux pour vous si vous êtes le meilleur cascadeur du monde et que votre fils deviendra le plus grand sauveteur de l’extrême, mais un accident peut arriver à tout le monde, même aux meilleurs. 

Mais si vous pensez que se jeter d'un pont fait disparaître le risque. Inutile de venir me parler du fait d’être pompier ou sauveteur de l’extrême, un sauveteur casse cou est dangereux pour ses collègues et pour les victimes. 

Bonne journée.","À chaque marée haute, le pont d’Hossegor se transforme en lieu de rendez-vous pour les jeunes vacanciers. Entre figures acrobatiques, nouvelles amitiés et traditions locales, ce plongeoir improvisé est une institution","post"
"Marie Françoise Elouard déplacer un phare c'est coûteux, fastidieux.... et le problème sera juste déplacé pour quelques années ?","La Ville de La Tremblade veut accompagner le démantèlement du phare de la Coubre","post"
"😡","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/Px7C","post"
"Jean Jacques Guyot faut arrêter le chichon","L’association présidée par Laurent Leclercq, qui compte 220 adhérents, accueillera les chasseurs au port les samedis 5 et 12 septembre afin de préparer la nouvelle saison et d’échanger sur la gestion du gibier","post"
"Ma Rie merci","Biarritz : un frère et une sœur blessent trois agents de sécurité des Galeries Lafayette après un vol à l’étalage commis avec violence","post"
"Bravo à vous pour votre travail et la qualité de vos produits que nous apprécions quotidiennement depuis des années","Depuis plus de 50 ans, la fromagerie Van der Horst élabore du fromage néerlandais à Montcaret (24). Une tradition et un savoir-faire faisant d’elle l’une des plus réputées de Dordogne et de France","post"
"Jérémy Chatain j'ai pas bcq de certitude mais là je suis convaincu. Tous les jours un nouveau candidat.","Présidentielle 2027. Manuel Bompard à « Sud Ouest » : « Il n’y aura pas de candidat unique à gauche »","post"
"Et les copains étaient bien là  ?
Non-assistance à personne en danger 😱","Dans le Gers, un jeune homme s’asperge d’alcool avant de plonger dans une piscine, son corps est brûlé à 80 %
🔗https://l.sudouest.fr/EmEp","post"
"Mathieu Eclancher merci ! 👊","La 30e édition de la course sarladaise a, comme toujours, été très difficile, dimanche 30 août. Le Périgourdin Gabriel Peyencet a failli créer l’exploit
🔗https://l.sudouest.fr/eSkE","post"
"Je vois aussi régulièrement des piétons qui traversent en courant  une voie ferrée alors que la barrière vient de se baisser , à la gare de Chatelaillon.","Un adolescent de 14 ans meurt, percuté par un train à un passage à niveau","post"
"Le problème ne venait pas du passage à niveau.","Un adolescent de 14 ans meurt, percuté par un train à un passage à niveau","post"
"Marie Andree Joie et en français ?","Natif de Mont-de-Marsan, formé au club, le centre de 29 ans a réalisé son premier match avec l’équipe senior contre Vienne. Ce vendredi à Albi (19 h 30), où les Montois se rendent avec ambition, l’ancien Dacquois devrait connaître sa première titularisation
🔗https://l.sudouest.fr/Mtnz","post"
"pas de parents ce mineur pour lui dire stop ?","Ajaccio : un mineur blessé par balle lors d'un rodéo urbain, la piste d’un voisin excédé est privilégiée","post"
"Et les 2 autres?","Richesse lexicale, romantisme, créativité… Pourquoi les Français aiment autant la langue française ?","post"
"Joyce Garcia Figueroa en attendant, c'est grâce à lui si on ne parle pas américain et il serait encore là, on aurait beaucoup moins de problèmes en France !!! Si vous voyez ce que je veux dire Madame !!!","Elles valent jusqu’à 3 000 euros : possédez-vous ces pièces de 2 euros qui peuvent vous rapporter une petite fortune ?","post"
"https://l.sudouest.fr/iFvj","Saint-Georges-de-Didonne : un boulodrome inauguré en hommage à Michel Maertens","post"
"Ceux qui demande la suspension de la chasse ne connaissent rien au sujet, ils sont justes anti chasse... comme d'hab","Bruno Meunier est président de la Fédération régionale des chasseurs de Nouvelle-Aquitaine qui compte 150 000 adhérents","post"
"Patrick Bello ????","Près de 700 km de bouchons : les routes françaises saturées pour le dernier week-end des vacances
➡️ https://l.charentelibre.fr/W8X","post"
"Franck Barreau pour le pouvoir en place oui évidemment.","Réchauffement climatique : sur Arte, le choix conscient des élites de nous guider dans le mur mis en lumière par un documentaire","post"
"Quitte à changer ce serait bien d'éviter le souk que ça crée. Beaucoup de riverains sont contraints de quitter la ville pour éviter de subir les murs qui vibrent et les 1h30 de galère pour se garer... chez eux.","Fêtes d’Agen : « Il ne s’agit pas de changer pour changer, mais tout sera mis dans la balance », prévient le maire avant le changement de formule","post"
"Géraldine Roy je vous donne raison","Le Secours populaire lance un appel aux dons de bicyclettes, principalement destinées aux adolescents dont les familles ont été touchées par le mégafeu. L’objectif : leur permettre de retrouver le chemin du collège ou du lycée en toute autonomie","post"
"Évidemment,  un maire n'a aucun pouvoir là-dedans","« Je ne vois comment ça pourrait trouver un début de réalisation ». La levée des couleurs dans les écoles voulue par Éric Ciotti ne pourra pas se faire, prévient Édouard Geffray","post"
"Marie Claude Houga dans les autres communes non sinistrées, comment font les lycéens?","Le Secours populaire lance un appel aux dons de bicyclettes, principalement destinées aux adolescents dont les familles ont été touchées par le mégafeu. L’objectif : leur permettre de retrouver le chemin du collège ou du lycée en toute autonomie","post"
"Miléna Expertmorin regardes au cas ou","Attention: cette portion de RN 141 sera fermée 9h par jour pendant trois semaines à partir d’aujourd’hui","post"
"Jackie Bonnafe 35h chez nous les ambulanciers c’est 3 jours de taf","Santé mentale : ces jeunes actifs qui enchaînent les arrêts maladie pour ne pas « cravacher » comme leurs parents
🔗https://l.sudouest.fr/JMbI","post"
"Waouw quelle sanction !","🔴 Affaire Lyhanna : la procureure d’Auch Clémence Meyer, mutée au parquet général de Bordeaux « dans les prochains jours »
🔗https://l.sudouest.fr/15fe","post"
"Flavien Temporel et encore plus. Ces racailles font tout pour","Les forces de l’ordre sont intervenues vendredi 28 août pour expulser six hommes qui abusaient de la faiblesse d’un habitant, dans un logement social de la rue Maubec. Ils forçaient l’hospitalité de cette personne fragile","post"
"Et qui délivre les arrêts de travail ?
On va y mettre les pieds un jour ou pas .","Santé mentale : ces jeunes actifs qui enchaînent les arrêts maladie pour ne pas « cravacher » comme leurs parents","post"
"A quand notre tour le plus vite possible j espere","Référendum sur l’Union européenne : les Islandais rejettent la reprise des négociations d’adhésion","post"
"Hydargos Ber non leurs profits... ils les font avec nos vies.","Réchauffement climatique : sur Arte, le choix conscient des élites de nous guider dans le mur mis en lumière par un documentaire","post"
"Pas de sang sur les cendres !","Un collectif d’associations de protection animale demande un report de l’ouverture de la chasse ainsi qu’un moratoire sur les zones brûlées. Les fédérations confirment qu’il n’y aura pas de coups de fusil sur les secteurs touchés par les incendies. Mais pas question de toucher à la date du 13 septembre","post"
"Thomas Chevrier ce sont les parents qui mérite une balle","Ajaccio : un mineur blessé par balle lors d'un rodéo urbain, la piste d’un voisin excédé est privilégiée","post"
"🙏🍀🙏","Un chalutier de Saint-Brieuc coule au large de la côte anglaise, les recherches pour retrouver deux pêcheurs français sont arrêtées","post"
"Romain Lbd Pourtant les temps ne sont pas calmes","Santé mentale : ces jeunes actifs qui enchaînent les arrêts maladie pour ne pas « cravacher » comme leurs parents
🔗https://l.sudouest.fr/JMbI","post"
"mais faut arrêter de zoomer sur des cas exceptionnels, c'est ça donc le journalisme aujourd'hui ? 
À côté de ça un rapport à montrer que la fraude de la sécurité sociale venait des professionnels et cliniques privée en grande majorité

Lorsque l'on s'appelle SudOuest.fr et qu'on commence par un exemple du département du nord..  cqfd","Santé mentale : ces jeunes actifs qui enchaînent les arrêts maladie pour ne pas « cravacher » comme leurs parents
🔗https://l.sudouest.fr/c2dZ","post"
"En même temps tu peux ramener n'importe qui et il avouera le 11 septembre sous la torture. Méthode efficace et garantie à 100%","États-Unis : la justice militaire américaine déclare irrecevables les aveux du cerveau présumé du 11-Septembre","post"
